
0.00000000E+0	2.19531250E-2
2.00000000E-5	2.02656250E-2
4.00000000E-5	2.15000000E-2
6.00000000E-5	2.24218750E-2
8.00000000E-5	2.24375000E-2
1.00000000E-4	2.28281250E-2
1.20000000E-4	2.31250000E-2
1.40000000E-4	2.28281250E-2
1.60000000E-4	2.34375000E-2
1.80000000E-4	2.28750000E-2
2.00000000E-4	2.27187500E-2
2.20000000E-4	2.27968750E-2
2.40000000E-4	2.23906250E-2
2.60000000E-4	2.25312500E-2
2.80000000E-4	2.25312500E-2
3.00000000E-4	2.27656250E-2
3.20000000E-4	2.34375000E-2
3.40000000E-4	2.23906250E-2
3.60000000E-4	2.53750000E-2
3.80000000E-4	2.45312500E-2
4.00000000E-4	2.45156250E-2
4.20000000E-4	2.19375000E-2
4.40000000E-4	2.40000000E-2
4.60000000E-4	2.31406250E-2
4.80000000E-4	2.27812500E-2
5.00000000E-4	2.31250000E-2
5.20000000E-4	2.33750000E-2
5.40000000E-4	2.33750000E-2
5.60000000E-4	2.18437500E-2
5.80000000E-4	2.14531250E-2
6.00000000E-4	2.15000000E-2
6.20000000E-4	2.14843750E-2
6.40000000E-4	2.10937500E-2
6.60000000E-4	2.12968750E-2
6.80000000E-4	2.14218750E-2
7.00000000E-4	2.05781250E-2
7.20000000E-4	2.02031250E-2
7.40000000E-4	2.08593750E-2
7.60000000E-4	2.02656250E-2
7.80000000E-4	2.14531250E-2
8.00000000E-4	2.06406250E-2
8.20000000E-4	2.05625000E-2
8.40000000E-4	2.11250000E-2
8.60000000E-4	2.24218750E-2
8.80000000E-4	2.34218750E-2
9.00000000E-4	2.35000000E-2
9.20000000E-4	2.37187500E-2
9.40000000E-4	2.37031250E-2
9.60000000E-4	2.23437500E-2
9.80000000E-4	2.34843750E-2
1.00000000E-3	2.37031250E-2
1.02000000E-3	2.38593750E-2
1.04000000E-3	2.30937500E-2
1.06000000E-3	2.25937500E-2
1.08000000E-3	2.15000000E-2
1.10000000E-3	2.29843750E-2
1.12000000E-3	2.26406250E-2
1.14000000E-3	2.34062500E-2
1.16000000E-3	2.50937500E-2
1.18000000E-3	2.43281250E-2
1.20000000E-3	2.45781250E-2
1.22000000E-3	2.28125000E-2
1.24000000E-3	2.15781250E-2
1.26000000E-3	2.22968750E-2
1.28000000E-3	2.27500000E-2
1.30000000E-3	2.35781250E-2
1.32000000E-3	2.32500000E-2
1.34000000E-3	2.25468750E-2
1.36000000E-3	2.22031250E-2
1.38000000E-3	2.08906250E-2
1.40000000E-3	2.12500000E-2
1.42000000E-3	2.11875000E-2
1.44000000E-3	2.11562500E-2
1.46000000E-3	2.10937500E-2
1.48000000E-3	1.96562500E-2
1.50000000E-3	1.96562500E-2
1.52000000E-3	2.02343750E-2
1.54000000E-3	2.01406250E-2
1.56000000E-3	2.17187500E-2
1.58000000E-3	2.09531250E-2
1.60000000E-3	2.15625000E-2
1.62000000E-3	2.09218750E-2
1.64000000E-3	2.17968750E-2
1.66000000E-3	2.14531250E-2
1.68000000E-3	2.30312500E-2
1.70000000E-3	2.40312500E-2
1.72000000E-3	2.30781250E-2
1.74000000E-3	2.32187500E-2
1.76000000E-3	2.32031250E-2
1.78000000E-3	2.26093750E-2
1.80000000E-3	2.22031250E-2
1.82000000E-3	2.25000000E-2
1.84000000E-3	2.21875000E-2
1.86000000E-3	2.27968750E-2
1.88000000E-3	2.18437500E-2
1.90000000E-3	2.24218750E-2
1.92000000E-3	2.15781250E-2
1.94000000E-3	2.28593750E-2
1.96000000E-3	2.27656250E-2
1.98000000E-3	2.54062500E-2
2.00000000E-3	2.55781250E-2
2.02000000E-3	2.25156250E-2
2.04000000E-3	2.30625000E-2
2.06000000E-3	2.31875000E-2
2.08000000E-3	2.30937500E-2
2.10000000E-3	2.24062500E-2
2.12000000E-3	2.28750000E-2
2.14000000E-3	2.27187500E-2
2.16000000E-3	2.31250000E-2
2.18000000E-3	2.13281250E-2
2.20000000E-3	2.23593750E-2
2.22000000E-3	2.21718750E-2
2.24000000E-3	2.11718750E-2
2.26000000E-3	2.02343750E-2
2.28000000E-3	2.08437500E-2
2.30000000E-3	2.03593750E-2
2.32000000E-3	2.06250000E-2
2.34000000E-3	2.11875000E-2
2.36000000E-3	2.12500000E-2
2.38000000E-3	2.21562500E-2
2.40000000E-3	2.12656250E-2
2.42000000E-3	2.02187500E-2
2.44000000E-3	2.20156250E-2
2.46000000E-3	2.19531250E-2
2.48000000E-3	2.18281250E-2
2.50000000E-3	2.34375000E-2
2.52000000E-3	2.41250000E-2
2.54000000E-3	2.38750000E-2
2.56000000E-3	2.31406250E-2
2.58000000E-3	2.15156250E-2
2.60000000E-3	2.16406250E-2
2.62000000E-3	2.25000000E-2
2.64000000E-3	2.32031250E-2
2.66000000E-3	2.17812500E-2
2.68000000E-3	2.18750000E-2
2.70000000E-3	2.20468750E-2
2.72000000E-3	2.12812500E-2
2.74000000E-3	2.28437500E-2
2.76000000E-3	2.41562500E-2
2.78000000E-3	2.36875000E-2
2.80000000E-3	2.40312500E-2
2.82000000E-3	2.15312500E-2
2.84000000E-3	2.19843750E-2
2.86000000E-3	2.24531250E-2
2.88000000E-3	2.22343750E-2
2.90000000E-3	2.27031250E-2
2.92000000E-3	2.27812500E-2
2.94000000E-3	2.15625000E-2
2.96000000E-3	2.12812500E-2
2.98000000E-3	2.21562500E-2
3.00000000E-3	2.22343750E-2
3.02000000E-3	2.16406250E-2
3.04000000E-3	2.15000000E-2
3.06000000E-3	1.99218750E-2
3.08000000E-3	2.18593750E-2
3.10000000E-3	2.08125000E-2
3.12000000E-3	2.02031250E-2
3.14000000E-3	2.11093750E-2
3.16000000E-3	2.12968750E-2
3.18000000E-3	2.16250000E-2
3.20000000E-3	2.28750000E-2
3.22000000E-3	1.94687500E-2
3.24000000E-3	2.08750000E-2
3.26000000E-3	2.15468750E-2
3.28000000E-3	2.31875000E-2
3.30000000E-3	2.40625000E-2
3.32000000E-3	2.31562500E-2
3.34000000E-3	2.32500000E-2
3.36000000E-3	2.31718750E-2
3.38000000E-3	2.19843750E-2
3.40000000E-3	2.24843750E-2
3.42000000E-3	2.27968750E-2
3.44000000E-3	2.25156250E-2
3.46000000E-3	2.24687500E-2
3.48000000E-3	2.18125000E-2
3.50000000E-3	2.13437500E-2
3.52000000E-3	2.30625000E-2
3.54000000E-3	2.18437500E-2
3.56000000E-3	2.34531250E-2
3.58000000E-3	2.34687500E-2
3.60000000E-3	2.43125000E-2
3.62000000E-3	2.24218750E-2
3.64000000E-3	2.22343750E-2
3.66000000E-3	2.21093750E-2
3.68000000E-3	2.21718750E-2
3.70000000E-3	2.31718750E-2
3.72000000E-3	2.24687500E-2
3.74000000E-3	2.33125000E-2
3.76000000E-3	2.22500000E-2
3.78000000E-3	2.21250000E-2
3.80000000E-3	2.03593750E-2
3.82000000E-3	2.11875000E-2
3.84000000E-3	2.27656250E-2
3.86000000E-3	1.99375000E-2
3.88000000E-3	2.14687500E-2
3.90000000E-3	2.05625000E-2
3.92000000E-3	2.20312500E-2
3.94000000E-3	2.11093750E-2
3.96000000E-3	2.14531250E-2
3.98000000E-3	2.27500000E-2
4.00000000E-3	2.34843750E-2
4.02000000E-3	2.13281250E-2
4.04000000E-3	2.08437500E-2
4.06000000E-3	2.23437500E-2
4.08000000E-3	2.27656250E-2
4.10000000E-3	2.47812500E-2
4.12000000E-3	2.35000000E-2
4.14000000E-3	2.35468750E-2
4.16000000E-3	2.33750000E-2
4.18000000E-3	2.37812500E-2
4.20000000E-3	2.34531250E-2
4.22000000E-3	2.27812500E-2
4.24000000E-3	2.30937500E-2
4.26000000E-3	2.18281250E-2
4.28000000E-3	2.15312500E-2
4.30000000E-3	2.17812500E-2
4.32000000E-3	2.18437500E-2
4.34000000E-3	2.27343750E-2
4.36000000E-3	2.34531250E-2
4.38000000E-3	2.41718750E-2
4.40000000E-3	2.44218750E-2
4.42000000E-3	2.16875000E-2
4.44000000E-3	2.14687500E-2
4.46000000E-3	2.28125000E-2
4.48000000E-3	2.32656250E-2
4.50000000E-3	2.30000000E-2
4.52000000E-3	2.28750000E-2
4.54000000E-3	2.18593750E-2
4.56000000E-3	2.21250000E-2
4.58000000E-3	2.22343750E-2
