Title; Untitled-1
Coment; 
Date; 20.02.2025 14:32:06 
Operator; uv vis
System Name; Undefined
Wavelength (nm);Sample1
190;0.297156901887822
191;0.144086039548838
192;-0.117965806485834
193;0.610769178161428
194;0.196813420375469
195;2.32178131971642
196;0.435992560210544
197;0.288881004739466
198;0.137044049914264
199;0.169922554738856
200;-0.121744085709686
201;4.85422560143512E-02
202;8.81843761855633E-02
203;-0.223879858867278
204;6.93658694231353E-02
205;0.727443212656467
206;-0.233095117226528
207;2.01763660068355E-02
208;0.317541846495379
209;-4.71002984158309E-02
210;-0.396020103328022
211;-0.680040912676351
212;2.63662672246457E-02
213;-7.93602198669573E-02
214;0.451258000146255
215;-0.951662832430944
216;0.154251965138661
217;-1.84577429884276E-02
218;-0.177831455365985
219;0.171736613417943
220;0.156122065166481
221;0.175167829159491
222;2.75964883871792E-03
223;0.230938587621249
224;0.325410433290327
225;0.184010028408749
226;0.608038913178522
227;0.184419262584747
228;0.309309684054125
229;0.031225612636636
230;-0.24759215698869
231;-0.42894100949142
232;0.55819184430036
233;-0.28861524493159
234;-1.23835759702557
235;-0.305606272389718
236;0.619436085689602
237;-6.27807166719895E-03
238;1.56216944330394E-02
239;0.356116104943067
240;0.221221033282292
241;-1.63456959218859E-02
242;-8.85477292748719E-02
243;-0.621288621074778
244;-0.179787529112355
245;0.202844857607587
246;-0.639266567607045
247;3.82671140735304E-02
248;-0.814909205244811
249;-0.162286924487504
250;0.560673228516584
251;-0.432835015737651
252;-0.212066725473978
253;-2.06552591381956
254;0.283320796981712
255;-0.189111863476293
256;0.262410620501336
257;-3.36331635091495E-02
258;2.24067914539855E-02
259;-0.160895406532102
260;-0.667318480026418
261;0.120685189737195
262;-1.82167384103165E-02
263;-0.476143807675116
264;-0.371088498601147
265;1.15171503556913
266;-0.174311494352881
267;0.2076584326377
268;0.556537449110647
269;0.472348071228142
270;0.40654789271877
271;-0.216311571118551
272;-0.142931117877652
273;-4.26521671196341E-02
274;0.909218610234986
275;-0.312415666277339
276;-0.514862833349275
277;-7.70941253789322E-02
278;-0.181800460630238
279;0.120395804402531
280;0.787972014288808
281;-0.140760688076575
282;-0.418103282009173
283;0.369269116483908
284;0.659153689586031
285;0.974253406229832
286;1.37145073430949
287;2.06796487538706
288;2.27915011805857
289;1.75808229900644
290;1.42545298735605
291;2.04480932503777
292;2.13142428561696
293;1.95543696545057
294;1.99371619098089
295;1.77236627127715
296;1.62118743146738
297;1.79020721475487
298;1.53964703978836
299;1.6014764551399
300;1.69538318037084
301;1.74355917410798
302;1.79702057530877
303;1.99923015672055
304;2.07814535637458
305;2.08814003216227
306;2.13718774940266
307;2.00290153303204
308;1.94591453447171
309;1.9049609561784
310;1.86109800596149
311;1.72676765654052
312;1.58475987056327
313;1.50905281714995
314;1.34937807811664
315;1.25474436267862
316;1.17986366843226
317;1.09983016266204
318;1.04481873651538
319;0.995998591126719
320;0.951221359121463
321;0.912115267450805
322;0.874344813944351
323;0.8459221138314
324;0.818929733776331
325;0.798338367753059
326;0.779221686901065
327;0.75310223782532
328;0.732572075035715
329;0.726474867210239
330;0.716220569952441
331;0.702301096639426
332;0.700664840187807
333;0.683550527904077
334;0.681262830977444
335;0.671512769831478
336;0.673503414983228
337;0.676014936890545
338;0.666833553997735
339;0.673474207303042
340;0.663838379924447
341;0.667917455809138
342;0.672403604895843
343;0.674256698895808
344;0.670708525037669
345;0.670661091673566
346;0.668972581706956
347;0.665598204862943
348;0.680228058129852
349;0.675993507008689
350;0.679460675897997
351;0.684700246712799
352;0.701085989627998
353;0.701160829075565
354;0.701358577043707
355;0.707235610763765
356;0.715435688227019
357;0.728131601162819
358;0.725299969345967
359;0.72895550941489
360;0.751251119358751
361;0.768276748260543
362;0.776984509975556
363;0.784203125261199
364;0.806129868554388
365;0.819421880847505
366;0.837569153401264
367;0.866249626017269
